,answer_count,articles_count,avatar_url,avatar_url_template,badge,follower_count,gender,headline,id,is_advertiser,is_followed,is_following,is_org,name,type,url,url_token,user_type
0,122,0,https://pic3.zhimg.com/v2-05bb062462646fff28e1f25437f8c96e_is.jpg,https://pic3.zhimg.com/v2-05bb062462646fff28e1f25437f8c96e_{size}.jpg,[],1279,0,,0fdc2a5e35aa5e47324f6f757b417e90,False,False,False,False,妍妍儿,people,http://www.zhihu.com/api/v4/people/0fdc2a5e35aa5e47324f6f757b417e90,yan-yan-er-58-96,people
1,9,1,https://pic4.zhimg.com/v2-a88933883b709496420e528ff980920f_is.jpg,https://pic4.zhimg.com/v2-a88933883b709496420e528ff980920f_{size}.jpg,[],122,0,后MBA时代的产品狗_公众号Abbyship,2ac18a27e57f4344a6bc05d4eea3c375,False,False,False,False,Abby Tsui,people,http://www.zhihu.com/api/v4/people/2ac18a27e57f4344a6bc05d4eea3c375,abby_tunes,people
2,12,0,https://pic3.zhimg.com/v2-37ceafe2dd4afec9cd60f8bdf81764a6_is.jpg,https://pic3.zhimg.com/v2-37ceafe2dd4afec9cd60f8bdf81764a6_{size}.jpg,[],120,0,不接受任何反驳,e9b73b5c05974aa3507bf68a878b8d33,False,False,False,False,渡边千树,people,http://www.zhihu.com/api/v4/people/e9b73b5c05974aa3507bf68a878b8d33,ni-wo-ni-43,people
3,20,0,https://pic1.zhimg.com/ac24f4d94_is.jpg,https://pic1.zhimg.com/ac24f4d94_{size}.jpg,[],3070,0,羡慕但不盲从，知足更知火候。,70c2801254e2830ca5ce87adb355a533,False,False,False,False,叶彬彬,people,http://www.zhihu.com/api/v4/people/70c2801254e2830ca5ce87adb355a533,xie-bin-bin-46,people
4,251,0,https://pic2.zhimg.com/8bca436e90541fb79e4f15201a2fd865_is.jpg,https://pic2.zhimg.com/8bca436e90541fb79e4f15201a2fd865_{size}.jpg,[],643,1,我要认真答题了,ed449e5fb275f4c783beec638d02908f,False,False,False,False,北妖,people,http://www.zhihu.com/api/v4/people/ed449e5fb275f4c783beec638d02908f,beiyao,people
5,14,0,https://pic1.zhimg.com/v2-c7bf8f5fe5c35754cf31b749437ef140_is.jpg,https://pic1.zhimg.com/v2-c7bf8f5fe5c35754cf31b749437ef140_{size}.jpg,[],151,0,每天都在写bug,a8bac34c8d87dbfe162093d791d8d582,False,False,False,False,雪莉盛,people,http://www.zhihu.com/api/v4/people/a8bac34c8d87dbfe162093d791d8d582,sheng-sen-40,people
6,0,1,https://pic3.zhimg.com/v2-0881e0ea6f7619c3c5ca71021ea3cfc6_is.jpg,https://pic3.zhimg.com/v2-0881e0ea6f7619c3c5ca71021ea3cfc6_{size}.jpg,[],853,0,账号已注销,35e833a51d256935665b5c0e287f511a,False,False,False,False,沐剑屏,people,http://www.zhihu.com/api/v4/people/35e833a51d256935665b5c0e287f511a,wang-er-de-de-mao-zi,people
7,2,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],230,0,丢失地图的少年旅行家，律师,596152b596b5d8896af1210e30b9888a,False,False,False,False,伊比利亚半岛的夏天,people,http://www.zhihu.com/api/v4/people/596152b596b5d8896af1210e30b9888a,yi-bi-li-ya-ban-dao-de-xia-tian,people
8,3,0,https://pic1.zhimg.com/v2-e1cb04cdc33138e1f48f68d892133228_is.jpg,https://pic1.zhimg.com/v2-e1cb04cdc33138e1f48f68d892133228_{size}.jpg,[],277,0,,b885586df81039be6b7ec7660ebef37f,False,False,False,False,jennifer111,people,http://www.zhihu.com/api/v4/people/b885586df81039be6b7ec7660ebef37f,li-zi-61-70,people
9,1,0,https://pic3.zhimg.com/v2-dec9a34557c7a7fea625fdab30171b06_is.jpg,https://pic3.zhimg.com/v2-dec9a34557c7a7fea625fdab30171b06_{size}.jpg,[],892,0,My stupid idealism or darkness?,3800913c5052d24bc034ff7eb35ebdac,False,False,False,False,桃子的小熊子,people,http://www.zhihu.com/api/v4/people/3800913c5052d24bc034ff7eb35ebdac,tao-zi-de-xiao-xiong-zi,people
